"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez"
"ENSMUSG00000107262",7.9381819021273,6.25014470597915,1.05754386854108,5.90060128152194,3.62179204653472e-09,4.33765322186645e-08,"Gm18753"
"ENSMUSG00000086137",10.69932034792,6.17179135536476,0.990071339831198,6.22358319796967,4.85926945197454e-10,6.56784527655024e-09,"Gm16248"
"ENSMUSG00000116939",4.66092669150909,5.43374362125466,1.02802886920262,5.27586703422202,1.32129869289966e-07,1.25411220317986e-06,"Gm49619"
"ENSMUSG00000117684",10.3475610735182,5.1185490965482,0.91287561657747,5.59610641776264,2.19219172559577e-08,2.35198200276149e-07,"4930449E18Rik"
"ENSMUSG00000080440",816.154549899731,4.81615857176145,0.912560684314064,5.26667284091255,1.38918452731968e-07,1.31500259623168e-06,"Gm25848"
"ENSMUSG00000085844",350.345773865444,4.74771421724424,0.216477969918566,21.8854335109779,3.57594768183572e-106,6.29778025986498e-103,"Gm11690"
"ENSMUSG00000114791",112.257391627309,4.63278078103708,0.461022291673083,10.0272391694134,1.15706659914884e-23,5.50748065159726e-22,"Gm47730"
"ENSMUSG00000108771",3.65671608879767,4.61260399372659,1.20163120195014,3.83029667193808,0.00012798885494109,0.000699480440277736,"Gm45210"
"ENSMUSG00000088595",5.67550657886033,4.52220985772842,1.32900652494467,3.39517509736551,0.000685847226482862,0.00315744306082941,"Gm24601"
"ENSMUSG00000108514",33.5422025013577,4.31021187700806,0.570150545684358,7.54223934285017,4.61968861159472e-14,9.89175027150157e-13,"2310001K20Rik"
"ENSMUSG00000112344",5.4844171885909,4.29263666209923,0.936620586372488,4.57243490524353,4.82089016278566e-06,3.52148930327249e-05,"Gm32141"
"ENSMUSG00000108722",54.4403123896049,4.2569958554012,0.3596761082716,11.8078342089772,3.55603442760715e-32,3.14709046843233e-30,"Gm34225"
"ENSMUSG00000079542",3.72066923488908,4.14143544296955,1.03180362159753,4.00409085264974,6.22564371859745e-05,0.000364383264706145,"Gm42606"
"ENSMUSG00000061311",246.452039568576,4.08782272437971,0.513351338140198,7.94353188822515,1.96504147470743e-15,4.76029270038651e-14,"Rag1"
"ENSMUSG00000025433",169.303162644713,3.96629965029403,0.299468419894941,13.2110746491466,7.57353896623125e-40,1.09329001232608e-37,"Crisp3"
"ENSMUSG00000092990",2.26367420382855,3.93180892971374,1.28994277985025,3.04029681856822,0.00236345099614544,0.00942784081961845,"Mir466q"
"ENSMUSG00000099114",4.27802202126601,3.8665470918096,1.081802539571,3.56492700908149,0.000363957461193236,0.00179748649125201,"Gm27405"
"ENSMUSG00000088366",3.03544458116443,3.82141667863674,1.06414135289717,3.58168270433245,0.000341388264347449,0.00169601111919749,"Gm23496"
"ENSMUSG00000092402",1.31733636431059,3.65708312633399,1.38093545432321,2.64102360100632,0.00826559612404347,0.0280022210519557,"Gm20485"
"ENSMUSG00000105814",27.8116272362484,3.58094337647272,0.930665535222411,3.83697820680481,0.000124557520871402,0.000682846623759282,"Mir703"
"ENSMUSG00000026582",229.288633316237,3.56617516901627,0.277763844253476,12.8028728093605,1.57996233001637e-37,1.98753618393453e-35,"Sele"
"ENSMUSG00000044734",5437.4453736107,3.53097746747553,0.14512062327677,24.2624196890364,4.88977314304729e-130,2.15290599271943e-126,"Serpinb1a"
"ENSMUSG00000027556",193.456749713066,3.52448849253307,0.7171979267007,4.90030486939728,9.56880534446836e-07,7.84523743386981e-06,"Car1"
"ENSMUSG00000064737",2.57297136763568,3.51806778625419,1.382635162005,2.53723316364025,0.0111732509635542,0.036235652213357,"Gm23056"
"ENSMUSG00000000120",105.05026593505,3.5133653588347,0.317091974294017,11.0484201520228,2.23106503180582e-28,1.54694495305701e-26,"Ngfr"
"ENSMUSG00000086231",290.592515573621,3.50928621305519,0.379940271593521,9.21009557207168,3.25834688167626e-20,1.20302675275978e-18,"Rapgef4os3"
"ENSMUSG00000040447",830.367666907526,3.48308117563201,0.132501622926351,26.2116123480424,1.95931313984963e-151,1.15021477874873e-147,"Spns2"
"ENSMUSG00000085001",155.571201698217,3.47186987653879,0.263323990448804,13.1468077429574,1.77511823723147e-39,2.47134346521755e-37,"Rapgef4os2"
"ENSMUSG00000065794",3.30243374338706,3.42602146896332,1.23646506502444,2.76273189238532,0.00573198285626018,0.0204951408127147,"Gm25514"
"ENSMUSG00000097654",5.32593015557967,3.38769531032958,0.814923139282268,4.14480231019631,3.40106995340435e-05,0.000210759829290573,"Gm26714"
"ENSMUSG00000069919",6844.32681466412,3.3571485870884,1.1055451491105,3.02760008470161,0.00246504070282557,0.00976891636764458,"Hba-a1"
"ENSMUSG00000093003",3.17037582597672,3.34135283455955,1.05158255025199,3.1679422920828,0.00153521990790239,0.00644210755492563,"Mir3473c"
"ENSMUSG00000103735",2.33588528496966,3.34080072050154,1.20344930996941,2.76771168748787,0.00564513708805095,0.0202339130612006,"Gm38317"
"ENSMUSG00000095126",1.05017391774232,3.32934682984622,1.69767542485552,1.95523053538264,0.050555865967628,0.126391459079975,"Trav6-7-dv9"
"ENSMUSG00000117245",1.57825809201842,3.30952479612284,1.23056743008486,2.68130353157104,0.00733359633832636,0.0252454323519223,"Gm49887"
"ENSMUSG00000032334",86.1085170019861,3.28546827119564,0.33636679269624,9.73778726770331,2.08034784706087e-22,8.97991326189032e-21,"Loxl1"
"ENSMUSG00000089105",1.57043406162416,3.28166426935707,1.30579389891687,2.50549820463309,0.0122279019103939,0.0390802458025409,"Gm23115"
"ENSMUSG00000118003",1.50638561296914,3.2416230735524,1.22607600293812,2.63574449365966,0.0083952920498045,0.0283543361655253,"Gm9618"
"ENSMUSG00000005339",2.27759318563958,3.23768101098442,1.18939863916381,2.71370834361607,0.00665347154356967,0.0232218815080415,"Fcer1a"
"ENSMUSG00000082550",2.10463032427065,3.23363842228267,1.16310587229088,2.77157780652704,0.00557853384703958,0.0200196329795492,"Gm12344"
"ENSMUSG00000009185",0.970989908464254,3.22940446611335,2.14615711302948,1.50007865061141,0.133594030463292,0.264730381716374,"Ccl8"
"ENSMUSG00000111171",16.1757936165159,3.22360416505766,0.5733142662181,5.60530995723582,2.07882605656806e-08,2.23648412310619e-07,"Gm47815"
"ENSMUSG00000002808",9.35634035457772,3.22252822509572,0.764333295590103,4.20304629358779,2.63346703781625e-05,0.000166682137417793,"Epdr1"
"ENSMUSG00000092995",2.75015515349503,3.2146868466528,1.02738127552553,3.1192770619783,0.00181295397827751,0.00746262451523535,"Mir16-1"
"ENSMUSG00000099170",2.13589528979098,3.21289898026637,1.29085384164295,2.4812251216527,0.013093165196275,0.0414171254553862,"5730403I07Rik"
"ENSMUSG00000053049",6.62307858424746,3.19732455960952,0.857704077088826,3.71611217056094,0.000202311793641973,0.00106200123807023,"Gm15413"
"ENSMUSG00000094957",1.37778874117779,3.18789786891951,1.38555297101493,2.2935953625733,0.0218137520207687,0.0636891402045372,"Ighd5-5"
"ENSMUSG00000118273",2.07082760158563,3.16854723644862,1.15788380169702,2.72786201155882,0.00637462679070081,0.0223973545584892,"Gm41819"
"ENSMUSG00000108929",273.458227511924,3.14729006567738,0.253494820636585,12.3761505572339,3.51816259819571e-35,3.73253738542914e-33,"Cc2d2b"
"ENSMUSG00000073063",7.59359919816311,3.12984415072874,1.06542125095279,2.92827287604664,0.00340850757585643,0.0130059432720606,"Hbq1b"
"ENSMUSG00000065580",6.63502965167163,3.12433959112734,0.894365930065235,3.48217601591798,0.000497356656304247,0.00237931911399794,"Mir15b"
"ENSMUSG00000080870",0.920756717587153,3.09101885563865,2.7473588669274,1.12144754466838,0.262097407853137,0.420835501535506,"Gm14111"
"ENSMUSG00000032818",68.5124940399544,3.08809996261123,0.434798334014843,7.0793738655543,1.44807233172266e-12,2.61432351308392e-11,"Loxhd1"
"ENSMUSG00000065164",2.6419787597655,3.08793704383596,1.24462250075151,2.47298842980703,0.0133988480821442,0.0422060119833095,"Gm23814"
"ENSMUSG00000020846",907.997236440215,3.08649162302056,0.141285132506916,21.7750556511667,3.99984659788807e-105,6.70888555797198e-102,"Rflnb"
"ENSMUSG00000111223",38.3475406759688,3.08433762047505,0.351305795428092,8.75117251262177,2.11147303995486e-18,6.62265493199734e-17,"Gm47089"
"ENSMUSG00000027330",1864.48176946053,3.08068448383188,0.143852531790621,21.346057977633,4.2425208344054e-101,5.53460412408376e-98,"Cdc25b"
"ENSMUSG00000022416",5464.54627690516,3.06703988047838,0.130013058672463,23.5133294431591,2.97990420977959e-122,9.54192418009695e-119,"Cacna1i"
"ENSMUSG00000112813",19.373491667362,3.06473553344661,0.453187214139052,6.74055983518839,1.57777511050306e-11,2.54110529114079e-10,"Gm34376"
"ENSMUSG00000114244",1.33607427062447,3.06093949950654,1.35865986799398,2.24555061305458,0.02473280687631,0.0706711816828319,"Gm47119"
"ENSMUSG00000025780",608.48560519888,3.06025084475719,0.213404016935565,14.2933150395111,2.40865205319603e-46,4.73966208210748e-44,"Itih5"
"ENSMUSG00000087850",1.62869778235029,3.05142417439432,1.65755808845141,1.8348824065863,0.0665231149989544,0.157231752747911,"Gm22792"
"ENSMUSG00000108993",28.2798606283659,3.04508913162743,0.355897647826516,8.52798311582801,1.48921270078886e-17,4.31369563814853e-16,"Gm44846"
"ENSMUSG00000106719",20.2734065979941,3.03572046362337,0.570046305709302,5.30785031552569,1.10925674546799e-07,1.07074130845763e-06,"Gm42556"
"ENSMUSG00000098787",5.26940005744251,3.01312554538193,0.772028191477844,3.88991694672865,0.000100278536138536,0.000560741526973749,"Mir7088"
"ENSMUSG00000027297",296.599093268137,2.96603190964006,0.136330555680895,21.6828274107469,2.97998916028307e-104,4.77109809966594e-101,"Ltk"
"ENSMUSG00000085391",533.709167496894,2.9644848706256,0.228118254600273,12.9515495189225,2.30258891187774e-38,3.01502190494682e-36,"Gm16150"
"ENSMUSG00000116947",18.2108028060086,2.9613746525569,0.443238256801608,6.65866406445581,2.76327715857654e-11,4.31814158635943e-10,"2410003I16Rik"
"ENSMUSG00000085003",27.9928715394855,2.94704731209128,0.368690279759559,7.96616421242967,1.63675413196943e-15,3.99801600487927e-14,"Pip5k1bos"
"ENSMUSG00000110141",3.52735400300529,2.94424775528287,1.01588082126027,2.88837794146241,0.0038723428479007,0.0145426518958958,"Gm45684"
"ENSMUSG00000068566",1411.2538499215,2.93690952366751,0.234589754359666,12.4767150707701,1.00028948111567e-35,1.11145729947436e-33,"Myadm"
"ENSMUSG00000093007",19.2173798414953,2.92734378799676,0.470052662292615,6.20641902923777,5.42055287035256e-10,7.2679152551362e-09,"Mir15a"
"ENSMUSG00000049044",2021.78402947049,2.9193901577199,0.135917946367332,21.4054893814904,1.18767440281859e-101,1.60897905732613e-98,"Rapgef4"
"ENSMUSG00000015599",259.000139477146,2.9116584496122,0.284321799005865,10.2055433658548,1.87269979027073e-24,9.42315781610084e-23,"Ttbk1"
"ENSMUSG00000117712",1.0205218482551,2.90813806852143,2.12360286965265,1.36472695056937,0.172338885748205,0.316936906631287,"Gm19159"
"ENSMUSG00000110116",1.84432501088669,2.90602722173241,1.31273194223542,2.20610707224877,0.0273765036568969,0.0769229309464457,"4933430A20Rik"
"ENSMUSG00000080227",7.75597537168591,2.90375963967862,0.634461431508722,4.56097013304242,5.09178238530299e-06,3.6963695580694e-05,"Gm13343"
"ENSMUSG00000109947",7.1614898652039,2.89964131207623,0.739557171855881,3.90725885981854,9.33491286007374e-05,0.000525245424393574,"Gm45669"
"ENSMUSG00000037129",49.5093253493737,2.89948074776289,0.47805433113145,6.04425179231013,1.50104938032075e-09,1.88894113337041e-08,"Tmprss13"
"ENSMUSG00000118281",3.41836802451978,2.8993341872627,0.985112003745613,2.93300069055784,0.00335703145314583,0.0128457054724775,"Gm50242"
"ENSMUSG00000094840",75.5899816806802,2.89527359788901,0.352448532014566,8.18636860649421,2.69226298957105e-16,6.98817828162572e-15,"Muc3a"
"ENSMUSG00000102295",11.7646120446321,2.88639189265311,0.507286819774123,5.67014907648076,1.42673319833885e-08,1.57436790241508e-07,"Ighv1-57"
"ENSMUSG00000104963",2.30808148762935,2.87998164194037,1.1280620738208,2.54416996062957,0.0109537771798744,0.0356157014314333,"Gm42974"
